,pca,tsne,_step,_wandb,_runtime,_timestamp,max_accuracy,knn,lr,k_wl,seed,tags,model,k_fold,dataset,batch_size,gnn_kwargs,max_epochs,mlp_kwargs,num_repition,wl_convergence,encoding_kwargs,transformer_kwargs,Tags,name,run_id,num_epochs,val_accuracy,test_accuracy,num_epochs_std,val_accuracy_std,test_accuracy_std,train_accuracy,train_accuracy_std,jk,act,norm,device,dropout,act_first,num_layers,hidden_channels,embedding_dim,Shannon Diversity,1-WL Accuracy,dataset_names,wl_max_iterations,model_type
864,,,0.0,{'runtime': 412},413.29805612564087,1685768628.239138,,,0.09560975827214976,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.05109345136984938, 'num_layers': 5}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:56:53,j7z7dray,107.8000030517578,26.148143768310547,18.799999237060547,3.817254066467285,5.312654495239258,5.909751892089844,26.92180824279785,5.355502128601074,,relu,batch_norm,cpu,0.05109345136984938,,5.0,,16.0,,,,,1-WL+NN
865,,,0.0,{'runtime': 219},219.75538682937625,1685768333.98693,,,0.026465905062358245,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.061936292649327186, 'num_layers': 3}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:55:13,nzfh8plg,93.66000366210938,41.1851806640625,34.5,2.454566717147827,5.802764415740967,7.136902332305908,60.6296272277832,11.302517890930176,,relu,batch_norm,cpu,0.061936292649327186,,3.0,,128.0,,,,,1-WL+NN
866,,,0.0,{'runtime': 195},195.74789094924927,1685768099.060807,,,0.08720428671175288,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.04530482273928942, 'num_layers': 4}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:51:42,t2ac2ksb,106.18000030517578,30.000001907348633,23.566667556762695,3.3787450790405273,4.551494598388672,6.537958145141602,32.41975402832031,7.247291564941406,,relu,batch_norm,cpu,0.04530482273928942,,4.0,,16.0,,,,,1-WL+NN
867,,,0.0,{'runtime': 297},297.937787771225,1685768198.6130528,,,0.005597771487932171,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.04016305453833995, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:51:39,ajmjvq6v,80.9000015258789,44.55555725097656,37.16666412353515,2.1019911766052246,4.649014472961426,5.8150835037231445,79.81893157958984,8.04902458190918,,relu,batch_norm,cpu,0.04016305453833995,,3.0,,64.0,,,,,1-WL+NN
868,,,0.0,{'runtime': 564},565.112832069397,1685768435.071926,,,0.07012446170321768,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1249148801120002, 'num_layers': 5}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 03.06.2023 06:51:08,s49kswwl,107.0199966430664,29.0,23.333332061767575,3.513762950897217,5.969815731048584,5.684445858001709,28.646089553833008,4.612645626068115,,relu,batch_norm,cpu,0.1249148801120002,,5.0,,64.0,,,,,1-WL+NN
869,,,0.0,{'runtime': 166},166.89364099502563,1685767889.880526,,,0.054525822065388786,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07890032458692693, 'num_layers': 4}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 03.06.2023 06:48:41,a9wiywf1,99.37999725341795,35.22222137451172,28.499998092651367,2.2577757835388184,6.3875603675842285,7.409698009490967,40.20576095581055,5.614729404449463,,relu,batch_norm,cpu,0.07890032458692693,,4.0,,16.0,,,,,1-WL+NN
870,,,0.0,{'runtime': 269},270.17772030830383,1685767885.7763462,,,0.03205301570822032,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11054248851950035, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 03.06.2023 06:46:53,wwm1sx88,92.94000244140624,44.703704833984375,39.29999923706055,1.7544113397598269,6.939189434051514,6.701355457305908,61.786006927490234,6.080329895019531,,relu,batch_norm,cpu,0.11054248851950035,,2.0,,64.0,,,,,1-WL+NN
871,,,0.0,{'runtime': 223},224.30067586898804,1685767710.101019,,,0.0676419193426524,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11109642434410312, 'num_layers': 5}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:44:44,wnx0yv52,106.76000213623048,27.48147964477539,21.63333511352539,3.261150360107422,5.751884937286377,6.093470573425293,28.32098960876465,6.166363716125488,,relu,batch_norm,cpu,0.11109642434410312,,5.0,,16.0,,,,,1-WL+NN
872,,,0.0,{'runtime': 426},427.4208970069885,1685767853.684053,,,0.09753583202100906,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.16445551043393647, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 03.06.2023 06:43:44,gdahnsw4,106.86000061035156,34.074073791503906,26.13333320617676,3.714340686798096,5.796005725860596,5.7087273597717285,35.353904724121094,5.865754127502441,,relu,batch_norm,cpu,0.16445551043393647,,3.0,,32.0,,,,,1-WL+NN
873,,,0.0,{'runtime': 163},164.342102766037,1685767474.7132869,,,0.023525334009224137,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.07214120505053881, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:41:49,fw78i8gk,93.5,39.33332824707031,31.63333320617676,2.052872657775879,6.096836090087891,6.285804748535156,61.547325134277344,10.063616752624512,,relu,batch_norm,cpu,0.07214120505053881,,3.0,,32.0,,,,,1-WL+NN
874,,,0.0,{'runtime': 358},358.89692211151123,1685767598.3758452,,,0.06673691027251677,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1869277275798286, 'num_layers': 2}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:40:38,wie2c0mg,105.0,36.296295166015625,30.36666679382324,1.6162440776824951,5.771805286407471,6.600780010223389,53.320987701416016,10.265028953552246,,relu,batch_norm,cpu,0.1869277275798286,,2.0,,32.0,,,,,1-WL+NN
875,,,0.0,{'runtime': 135},136.24312114715576,1685767296.943747,,,0.012335432085093152,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.08176589360691325, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:39:19,5c2zg57j,87.26000213623047,34.55555725097656,28.500001907348633,1.8048686981201172,5.3254170417785645,6.399847507476807,49.835391998291016,9.486539840698242,,relu,batch_norm,cpu,0.08176589360691325,,3.0,,16.0,,,,,1-WL+NN
876,,,0.0,{'runtime': 115},116.06829595565796,1685767147.561297,,,0.006180990641379268,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0118018080990133, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 03.06.2023 06:37:10,833v9752,80.22000122070312,45.814815521240234,41.0,0.5816935300827026,5.659273624420166,7.292091846466064,71.62551879882812,6.089588642120361,,relu,batch_norm,cpu,0.0118018080990133,,3.0,,32.0,,,,,1-WL+NN
877,,,0.0,{'runtime': 119},120.3747580051422,1685767017.54369,,,0.04737401371950394,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.08018640614073602, 'num_layers': 2}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 03.06.2023 06:34:56,zso2bpaz,100.37999725341795,43.03704071044922,38.06666564941406,2.912954807281494,6.475377559661865,7.402885913848877,55.786006927490234,6.925582408905029,,relu,batch_norm,cpu,0.08018640614073602,,2.0,,64.0,,,,,1-WL+NN
878,,,0.0,{'runtime': 379},379.9116361141205,1685767221.872611,,,0.07799610940742259,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.11117592864196628, 'num_layers': 4}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 03.06.2023 06:34:00,rlym1bws,106.5999984741211,32.592594146728516,28.466665267944336,3.1879875659942627,5.343653678894043,7.306382179260254,35.650203704833984,5.901018142700195,,relu,batch_norm,cpu,0.11117592864196628,,4.0,,32.0,,,,,1-WL+NN
879,,,0.0,{'runtime': 589},590.0569038391113,1685767407.2183,,,0.0755167562525924,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.04634595874373104, 'num_layers': 4}",5.0,False,{'embedding_dim': 128},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 03.06.2023 06:33:35,nmdv9mpp,107.5199966430664,27.740739822387695,21.46666717529297,3.671400785446167,5.593095302581787,6.385570526123047,25.448562622070312,3.867231607437134,,relu,batch_norm,cpu,0.04634595874373104,,4.0,,128.0,,,,,1-WL+NN
880,,,0.0,{'runtime': 111},112.1592447757721,1685766885.9620109,,,0.044238556613866775,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.18306515051547412, 'num_layers': 2}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 03.06.2023 06:32:52,bkika8sx,99.55999755859376,42.25925827026367,37.56666564941406,2.524653911590576,5.8523640632629395,5.462820529937744,56.5720100402832,6.716931343078613,,relu,batch_norm,cpu,0.18306515051547412,,2.0,,32.0,,,,,1-WL+NN
881,,,0.0,{'runtime': 169},169.71736431121826,1685766762.6718342,,,0.0886666242181771,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1652087655198833, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:29:51,r2c10246,107.18000030517578,30.740737915039062,23.13333320617676,3.4088120460510254,5.485830783843994,6.806692600250244,32.938270568847656,6.1004462242126465,,relu,batch_norm,cpu,0.1652087655198833,,3.0,,16.0,,,,,1-WL+NN
882,,,0.0,{'runtime': 127},128.39064383506775,1685766582.061056,,,0.036887812747553775,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.030984040344320982, 'num_layers': 2}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:27:32,l7a0rgpy,99.44000244140624,35.96296310424805,29.000001907348633,2.3225600719451904,5.4357194900512695,7.641336441040039,53.55555725097656,7.348388195037842,,relu,batch_norm,cpu,0.030984040344320982,,2.0,,16.0,,,,,1-WL+NN
883,,,0.0,{'runtime': 426},427.2535851001739,1685766817.621421,,,0.07449112074903161,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.06845537574165288, 'num_layers': 4}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Sum: 03.06.2023 06:26:28,qi9drhog,107.18000030517578,30.333335876464844,25.833335876464844,3.998418092727661,6.225537300109863,6.2110466957092285,31.49382781982422,5.2084503173828125,,relu,batch_norm,cpu,0.06845537574165288,,4.0,,64.0,,,,,1-WL+NN
884,,,0.0,{'runtime': 440},440.88722109794617,1685766798.660573,,,0.019361011059535648,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1044218356693658, 'num_layers': 3}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:25:56,v73r83fd,93.45999908447266,42.40740585327149,35.866668701171875,1.9609452486038208,5.847099304199219,6.803360462188721,67.89712524414062,11.524020195007324,,relu,batch_norm,cpu,0.1044218356693658,,3.0,,64.0,,,,,1-WL+NN
885,,,0.0,{'runtime': 185},186.42516016960144,1685766439.05851,,,0.09625340170015104,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.015979667836149413, 'num_layers': 4}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 03.06.2023 06:24:11,uuyklxr7,108.0,30.185182571411133,24.36666488647461,3.4875872135162354,5.602597713470459,6.198620796203613,31.13168716430664,5.597660064697266,,relu,batch_norm,cpu,0.015979667836149413,,4.0,,32.0,,,,,1-WL+NN
886,,,0.0,{'runtime': 288},288.995539188385,1685766371.024964,,,0.01079913171487316,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.1523546882543284, 'num_layers': 3}",5.0,False,{'embedding_dim': 16},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 03.06.2023 06:21:20,2nslz7su,86.55999755859375,40.14814758300781,34.43333435058594,1.311798930168152,5.629888534545898,6.23254919052124,53.44444274902344,5.86591911315918,,relu,batch_norm,cpu,0.1523546882543284,,3.0,,16.0,,,,,1-WL+NN
887,,,0.0,{'runtime': 190},190.86608219146729,1685766241.29292,,,0.014282939643818384,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.09830942041412084, 'num_layers': 5}",5.0,False,{'embedding_dim': 64},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Mean: 03.06.2023 06:20:49,l8wvt9xq,87.91999816894531,41.55555725097656,36.5,2.5542283058166504,5.6759443283081055,6.795106410980225,53.650203704833984,7.722841739654541,,relu,batch_norm,cpu,0.09830942041412084,,5.0,,64.0,,,,,1-WL+NN
888,,,0.0,{'runtime': 465},466.25487995147705,1685766344.010541,,,0.06689357260260231,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.0834391065863142, 'num_layers': 3}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:17:56,if15uqox,106.1999969482422,33.999996185302734,27.36666488647461,3.18157958984375,5.314235210418701,7.918877124786377,44.9012336730957,9.5872220993042,,relu,batch_norm,cpu,0.0834391065863142,,3.0,,32.0,,,,,1-WL+NN
889,,,0.0,{'runtime': 229},230.205148935318,1685766038.487351,,,0.04439191318490355,1.0,42.0,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max,10.0,ENZYMES,32.0,,200.0,"{'act': 'relu', 'norm': 'batch_norm', 'dropout': 0.09778518321478492, 'num_layers': 5}",5.0,False,{'embedding_dim': 32},,sweep_wlnn:basic_pool,1WL+NN:Embedding-Max: 03.06.2023 06:16:47,cci4h26c,100.0199966430664,32.518516540527344,25.699996948242188,2.511118173599243,6.295629024505615,6.014815330505371,37.76543045043945,8.195019721984863,,relu,batch_norm,cpu,0.09778518321478492,,5.0,,32.0,,,,,1-WL+NN
